,State,School District,Year,Enrollment,Total Revenues,Total Expenditures,Expenditures per Pupil
2613,Illinois,Skokie Community School District 73-5,2016,1076.0,24517000,23194000,21555.762081784385
2614,Illinois,Country Club Hills School District 160,2016,1199.0,20894000,20993000,17508.757297748125
2615,Illinois,Ford Heights School District 169,2016,449.0,11173000,12504000,27848.552338530066
2616,Illinois,Des Plaines School District 62,2016,4810.0,102074000,90957000,18909.97920997921
2617,Illinois,Dolton School District 148,2016,2193.0,41390000,40377000,18411.764705882353
2618,Illinois,East Maine School District 63,2016,3564.0,58108000,53912000,15126.823793490461
2619,Illinois,East Prairie School District 73,2016,521.0,10580000,9882000,18967.370441458734
2620,Illinois,Community Consolidated School District 59,2016,6902.0,127877000,134758000,19524.485656331497
2621,Illinois,Elmwood Park Community Unit School District 401,2016,2878.0,53353000,54284000,18861.709520500346
2622,Illinois,Evanston Community Consolidated School District 65,2016,7805.0,118866000,120695000,15463.805253042921
2623,Illinois,Evanston Township High School District 202,2016,3322.0,96339000,97838000,29451.53521974714
2624,Illinois,Evergreen Park School District 124,2016,1792.0,32177000,33643000,18773.995535714286
2625,Illinois,Evergreen Park Community High School District 231,2016,868.0,23414000,19831000,22846.774193548386
2626,Illinois,Skokie-Fairview School District 72,2016,701.0,14137000,14859000,21196.861626248217
2627,Illinois,River Trails School District 26,2016,1484.0,32666000,32038000,21588.948787061996
2628,Illinois,Flossmoor School District 161,2016,2321.0,37791000,36678000,15802.671262386903
2629,Illinois,Forest Park School District 91,2016,779.0,21969000,21877000,28083.44030808729
2630,Illinois,Forest Ridge School District 142,2016,1621.0,18266000,16181000,9982.109808760024
2631,Illinois,Franklin Park School District 84,2016,1323.0,26360000,21871000,16531.368102796674
2632,Illinois,Northfield Township High School District 225,2016,5078.0,155845000,142593000,28080.54352107129
2633,Illinois,Glencoe School District 35,2016,1215.0,33911000,30392000,25013.991769547327
2634,Illinois,Glenview Community Consolidated School District 34,2016,4869.0,87771000,80726000,16579.585130416923
2635,Illinois,Golf School District 67,2016,655.0,13539000,11946000,18238.1679389313
2636,Illinois,Northbrook School District 27,2016,1297.0,33624000,31976000,24653.816499614495
2637,Illinois,Harvey School District 152,2016,2249.0,32254000,34304000,15253.00133392619
2638,Illinois,Hazel Crest School District 152-5,2016,1018.0,16371000,19469000,19124.75442043222
2639,Illinois,Hillside School District 93,2016,508.0,9961000,9538000,18775.590551181103
2640,Illinois,Homewood School District 153,2016,1919.0,27590000,30480000,15883.272537780094
2641,Illinois,Hoover Schrum Memorial School District 157,2016,952.0,16865000,29783000,31284.66386554622
2642,Illinois,J Sterling Morton High School District 201,2016,8290.0,129200000,116732000,14081.061519903498
2643,Illinois,Norridge School District 80,2016,1132.0,13768000,14500000,12809.187279151944
2644,Illinois,Community Consolidated School District 168,2016,1513.0,23096000,22780000,15056.1797752809
2645,Illinois,Kenilworth School District 38,2016,485.0,18290000,15551000,32063.917525773195
2646,Illinois,Kirby School District 140,2016,3601.0,58825000,60716000,16860.871980005555
2647,Illinois,Komarek School District 94,2016,547.0,8015000,8600000,15722.120658135284
2648,Illinois,La Grange School District 102,2016,3113.0,48477000,54092000,17376.16447157083
2649,Illinois,La Grange School District 105,2016,1467.0,31836000,31023000,21147.23926380368
2650,Illinois,Alsip-Hazlgrn-Oaklawn School District 126,2016,1583.0,33246000,28165000,17792.16677195199
2651,Illinois,Lansing School District 158,2016,2506.0,40010000,35035000,13980.446927374302
2652,Illinois,Lemont-Bromberek Combined School District 113 A,2016,2151.0,33884000,25600000,11901.44119014412
2653,Illinois,Lemont Township High School District 210,2016,1384.0,32879000,31013000,22408.236994219653
2654,Illinois,Leyden Community High School District 212,2016,3375.0,95544000,91331000,27061.037037037036
2655,Illinois,Lincolnwood School District 74,2016,1236.0,30095000,36610000,29619.741100323623
2656,Illinois,Lindop School District 92,2016,418.0,9128000,7574000,18119.61722488038
2657,Illinois,Lyons Township High School District 204,2016,4046.0,100719000,96379000,23820.810677212063
2658,Illinois,Lyons School District 103,2016,2458.0,37727000,37680000,15329.53620829943
2659,Illinois,South Holland School District 150,2016,945.0,13311000,12558000,13288.888888888889
2660,Illinois,Maine Township High School District 207,2016,6374.0,168310000,162462000,25488.23344838406
2661,Illinois,Mannheim School District 83,2016,2742.0,61868000,56554000,20625.09117432531
2662,Illinois,Northbrook-Glenview School District 30,2016,1130.0,28615000,28385000,25119.46902654867
2663,Illinois,Praire Hills Elementary School District 144,2016,2563.0,40573000,37714000,14714.787358564183
2664,Illinois,Matteson School District 162,2016,2799.0,50820000,47867000,17101.464808860306
2665,Illinois,Maywood-Melrose Park-Broadview School District 89,2016,5157.0,74058000,67191000,13029.086678301337
2666,Illinois,Midlothian School District 143,2016,1859.0,24519000,24623000,13245.293168370092
2667,Illinois,Morton Grove School District 70,2016,898.0,16392000,15566000,17334.075723830734
2668,Illinois,Mt Prospect School District 57,2016,2229.0,29328000,31935000,14327.052489905787
2669,Illinois,New Trier Township High School District 203,2016,3991.0,148668000,181283000,45422.95164119268
2670,Illinois,Niles School District 71,2016,537.0,11974000,11019000,20519.5530726257
2671,Illinois,Niles Township Community High School District 219,2016,4726.0,173686000,164106000,34724.07955988151
2672,Illinois,Northbrook School District 28,2016,1765.0,45983000,45346000,25691.784702549576
2673,Illinois,North Palos School District 117,2016,3301.0,51053000,47376000,14352.014541048167
2674,Illinois,Oak Lawn C High School District 229,2016,1837.0,37740000,38525000,20971.692977681003
2675,Illinois,Oak Lawn-Hometown School District 123,2016,3208.0,55071000,48181000,15019.014962593516
2676,Illinois,Oak Park River Forest High School District 200,2016,3309.0,83159000,86589000,26167.72438803264
2677,Illinois,Oak Park Elementary School District 97,2016,5972.0,106446000,110746000,18544.206296048225
2678,Illinois,Orland Park School District 135,2016,4958.0,90386000,90685000,18290.641387656313
2679,Illinois,Palatine Community Consolidated School District 15,2016,12655.0,196016000,199925000,15798.10351639668
2680,Illinois,Township High School District 211,2016,12019.0,304932000,307566000,25589.98252766453
2681,Illinois,Palos Heights School District 128,2016,736.0,11957000,9888000,13434.782608695652
2682,Illinois,Palos Community Consolidated School District 118,2016,1951.0,31890000,30640000,15704.766786263455
2683,Illinois,Park Forest School District 163,2016,1977.0,32173000,38280000,19362.67071320182
2684,Illinois,Park Ridge Community Consolidated District 64,2016,4537.0,91856000,88068000,19411.064580119022
2685,Illinois,Pennoyer Elementary School District 79,2016,416.0,5349000,4881000,11733.173076923076
2686,Illinois,La Grange Highlands School District 106,2016,815.0,16974000,15710000,19276.0736196319
2687,Illinois,Pleasantdale School District 107,2016,855.0,16486000,15460000,18081.871345029238
2688,Illinois,Posen-Robbins School District 143-5,2016,1716.0,24127000,22080000,12867.132867132867
2689,Illinois,Prospect Heights School District 23,2016,1587.0,26854000,28359000,17869.565217391304
2690,Illinois,Proviso Township High School District 209,2016,4614.0,90361000,88353000,19148.89466840052
2691,Illinois,Reavis Township High School District 220,2016,1866.0,39568000,43759000,23450.69667738478
2692,Illinois,Rhodes School District 84-5,2016,704.0,14243000,12331000,17515.625
2693,Illinois,Rich Township High School District 227,2016,3226.0,79890000,75023000,23255.734655920645
2694,Illinois,Ridgeland School District 122,2016,2345.0,38233000,37733000,16090.831556503199
2695,Illinois,River Forest School District 90,2016,1370.0,29658000,28446000,20763.503649635037
2696,Illinois,River Grove School District 85-5,2016,697.0,10099000,10458000,15004.304160688665
2697,Illinois,Rosemont School District 78,2016,256.0,6522000,5375000,20996.09375
2698,Illinois,Riverside School District 96,2016,1681.0,32966000,29154000,17343.24806662701
2699,Illinois,Riverside-Brookfield District 208,2016,1635.0,36810000,39670000,24262.996941896025
2700,Illinois,Sandridge School District 172,2016,354.0,5806000,5033000,14217.514124293786
2701,Illinois,Schaumburg Community Consolidated School District 54,2016,14552.0,249986000,246582000,16944.88730071468
2702,Illinois,Schiller Park School District 81,2016,1465.0,23640000,23876000,16297.610921501706
2703,Illinois,Elem School District 159,2016,1875.0,44003000,42660000,22752.0
2704,Illinois,Skokie School District 68,2016,1832.0,41174000,36600000,19978.16593886463
2705,Illinois,Skokie School District 69,2016,1690.0,34484000,30108000,17815.384615384617
2706,Illinois,South Holland School District 151,2016,1564.0,28342000,25188000,16104.859335038363
2707,Illinois,Burbank School District 111,2016,3447.0,54848000,48537000,14080.939947780678
2708,Illinois,Steger School District 194,2016,1445.0,19335000,28625000,19809.68858131488
2709,Illinois,Summit School District 104,2016,1873.0,32879000,29222000,15601.708489054992
2710,Illinois,Sunnybrook School District 171,2016,1023.0,15126000,13954000,13640.273704789834
2711,Illinois,Sunset Ridge School District 29,2016,477.0,17270000,18919000,39662.47379454927
2712,Illinois,Thornton-Fr T H School District 215,2016,3450.0,69039000,67128000,19457.391304347828
2713,Illinois,Thornton School District 154,2016,214.0,3261000,3944000,18429.906542056076
2714,Illinois,Thornton Township High School District 205,2016,5172.0,134095000,133141000,25742.652745552976
2715,Illinois,Tinley Park Community School District 146,2016,2454.0,50399000,45303000,18460.88019559902
2716,Illinois,Union Ridge School District 86,2016,662.0,8775000,8690000,13126.888217522659
2717,Illinois,Westchester School District 92-5,2016,1157.0,19932000,20791000,17969.749351771825
2718,Illinois,Western Springs School District 101,2016,1424.0,22539000,21945000,15410.814606741573
2719,Illinois,West Harvey Dix Moor Public School District 147,2016,1252.0,20799000,23368000,18664.53674121406
2720,Illinois,West Northfield School District 31,2016,893.0,21140000,22535000,25235.162374020158
2721,Illinois,Wheeling Community Consolidated School District 21,2016,6736.0,140855000,135200000,20071.25890736342
2722,Illinois,Willow Springs School District 108,2016,388.0,7416000,7057000,18188.144329896906
2723,Illinois,Wilmette School District 39,2016,3740.0,69627000,68684000,18364.70588235294
2724,Illinois,Winnetka School District 36,2016,1763.0,54166000,49170000,27889.960294951787
2725,Illinois,Worth School District 127,2016,1166.0,18139000,17318000,14852.487135506004
2726,Illinois,City Of Chicago School District 299,2016,387311.0,5272668000,5963039000,15395.997015318439
2727,Illinois,Wilmette Comm Sp Ed Agreement,2016,0.0,1123000,1124000,inf
2728,Illinois,Niles Township Department Of Special Education,2016,0.0,15510000,15352000,inf
2729,Illinois,Eisenhower Cooperative,2016,0.0,17630000,16894000,inf
2730,Illinois,Exc Children Have Opportunities,2016,0.0,54853000,47219000,inf
2731,Illinois,La Grange Area Department Of Special Education -Ladse,2016,0.0,25016000,25698000,inf
2732,Illinois,Proviso Area Exceptional Child,2016,0.0,33226000,34503000,inf
2733,Illinois,North Suburban Education Region For Vocational Ed (Nserve),2016,0.0,1367000,1379000,inf
2734,Illinois,Des Plaines Valley Ed For Employment Regional Delivery System,2016,0.0,1214000,1230000,inf
2735,Illinois,Career Preparation Network,2016,0.0,854000,1026000,inf
2736,Illinois,Career Development System,2016,0.0,1484000,1455000,inf
2737,Illinois,Northwest Suburban Ed To Careers,2016,0.0,1645000,1699000,inf
2738,Illinois,Evanston Dists 65/202 Jnt Agr,2016,0.0,4589000,4588000,inf
2739,Illinois,Moraine Area Career System (Macs),2016,0.0,1502000,1502000,inf
2740,Illinois,Leyden Area Special Education Cooperative,2016,0.0,7877000,8053000,inf
2741,Illinois,A E R O Special Education Cooperative,2016,0.0,31210000,31830000,inf
2742,Illinois,Southwest Cook County Coop Association Special Education,2016,0.0,32023000,31670000,inf
2743,Illinois,South Cook County Special Education Cooperative (Speed),2016,0.0,24888000,25631000,inf
2744,Illinois,Northwest Suburban Special Education Organization,2016,0.0,52111000,52021000,inf
2745,Illinois,Homewood-Flossmoor Community High School District 233,2016,2809.0,63613000,56382000,20071.91171235315
2746,Illinois,Ridgewood Community High School District 234,2016,856.0,24096000,19420000,22686.915887850468
2747,Illinois,Robinson Community Unit School District 2,2016,1641.0,21998000,18922000,11530.773918342475
2748,Illinois,Hutsonville Community Unit School District 1,2016,328.0,4213000,4017000,12246.951219512195
2749,Illinois,Oblong Community Unit School District 4,2016,568.0,6810000,6416000,11295.774647887323
2750,Illinois,Palestine Community Unit School District 3,2016,336.0,4027000,3625000,10788.690476190477
2751,Illinois,Cumberland Community Unit School District 77,2016,1040.0,10688000,11509000,11066.346153846154
2752,Illinois,Neoga Community Unit School District 3,2016,660.0,7950000,6635000,10053.030303030304
2753,Illinois,Dekalb Community Unit School District 428,2016,6450.0,98666000,96506000,14962.170542635658
2754,Illinois,Genoa Kingston Community Unit School District 424,2016,1759.0,23683000,21774000,12378.624218305855
2755,Illinois,Hiawatha Community Unit School District 426,2016,550.0,7462000,6671000,12129.09090909091
2756,Illinois,Hinckley Big Rock Community Unit School District 429,2016,701.0,12816000,10824000,15440.798858773182
2757,Illinois,Sandwich Community School District 430,2016,2098.0,28287000,26185000,12480.93422306959
2758,Illinois,Indian Creek Community Unit District 425,2016,723.0,12556000,12666000,17518.672199170123
2759,Illinois,Somonauk Community Unit School District 432,2016,808.0,11459000,10109000,12511.138613861385
2760,Illinois,Sycamore Community School District 427,2016,3795.0,57380000,54909000,14468.774703557312
2761,Illinois,Northwestern Illinois Association,2016,0.0,20263000,19390000,inf
2762,Illinois,Indian Valley Area Vocational Center,2016,0.0,4460000,4554000,inf
2763,Illinois,Kishwaukee Education Consortium,2016,0.0,2710000,2335000,inf
2764,Illinois,Clinton Community Unit School District 15,2016,2023.0,26902000,24743000,12230.845279288185
2765,Illinois,Blue Ridge School District 18,2016,782.0,11906000,11325000,14482.097186700767
2766,Illinois,Arcola Community Unit School District 306,2016,744.0,8836000,9246000,12427.41935483871
2767,Illinois,Arthur Community Unit School District 305,2016,1251.0,16571000,15134000,12097.52198241407
2768,Illinois,Tuscola Community Unit School District 301,2016,981.0,13039000,12053000,12286.442405708462
2769,Illinois,Villa Grove Community Unit School District 302,2016,666.0,8077000,7172000,10768.768768768768
2770,Illinois,Addison School District 4,2016,4262.0,56900000,49726000,11667.292351008917
2771,Illinois,Benjamin School District 25,2016,636.0,15279000,13106000,20606.918238993712
2772,Illinois,Fenton Community High School District 100,2016,1478.0,37821000,48470000,32794.316644113664
2773,Illinois,Bensenville School District 2,2016,2159.0,41569000,42100000,19499.768411301528
2774,Illinois,Bloomingdale School District 13,2016,1291.0,23187000,22291000,17266.46010844307
2775,Illinois,Butler School District 53,2016,528.0,13673000,14897000,28214.015151515152
2776,Illinois,Cass School District 63,2016,747.0,13103000,12623000,16898.25970548862
2777,Illinois,Center Cass School District 66,2016,986.0,15741000,15440000,15659.22920892495
2778,Illinois,Elmhurst School District 205,2016,8436.0,148429000,132594000,15717.638691322902
2779,Illinois,Community Consolidated School District 93,2016,3821.0,76826000,79820000,20889.81941900026
2780,Illinois,Community High School District 99,2016,4956.0,116581000,106891000,21567.998385794996
2781,Illinois,Downers Grove Elementary School District 58,2016,5157.0,78910000,77907000,15107.038976148924
2782,Illinois,Indian Prairie Community Unit School District 204,2016,28283.0,434972000,408358000,14438.284481844217
2783,Illinois,Glenbard Township High School District 87,2016,8173.0,178205000,197688000,24187.9358864554
2784,Illinois,Glen Ellyn School District 41,2016,3539.0,64793000,61926000,17498.163322972592
2785,Illinois,Woodridge School District 68,2016,3005.0,55959000,52613000,17508.485856905158
2786,Illinois,Gower School District 62,2016,865.0,16826000,16077000,18586.127167630057
2787,Illinois,Hinsdale Elem School District 181,2016,3853.0,83200000,75374000,19562.418894368024
2788,Illinois,Hinsdale Township School District 86,2016,4387.0,106333000,108118000,24645.087759288806
2789,Illinois,Itasca Elem School District 10,2016,958.0,15745000,14718000,15363.256784968684
2790,Illinois,Keeneyville School District 20,2016,1525.0,22660000,21745000,14259.016393442624
2791,Illinois,Darien School District 61,2016,1546.0,23575000,26010000,16824.06209573092
2792,Illinois,Lisle Community Unit School District 202,2016,1506.0,41309000,37218000,24713.147410358564
2793,Illinois,Lombard School District 44,2016,3126.0,65445000,62972000,20144.5937300064
2794,Illinois,Maercker School District 60,2016,1370.0,24648000,23033000,16812.408759124086
2795,Illinois,Marquardt School District 15,2016,2663.0,55983000,49364000,18536.988358993618
2796,Illinois,Medinah School District 11,2016,624.0,12357000,11606000,18599.358974358973
2797,Illinois,Naperville Community Unit District 203,2016,16788.0,318869000,299330000,17829.99761734572
2798,Illinois,Lake Park Community High School District 108,2016,2642.0,65682000,57877000,21906.510219530657
2799,Illinois,Community Consolidated School District 180,2016,672.0,14124000,13603000,20242.559523809523
2800,Illinois,Queen Bee School District 16,2016,1926.0,34366000,32563000,16907.061266874352
2801,Illinois,Roselle School District 12,2016,708.0,13232000,13210000,18658.19209039548
2802,Illinois,Salt Creek School District 48,2016,496.0,13140000,11658000,23504.032258064515
2803,Illinois,Villa Park School District 45,2016,3530.0,57980000,55809000,15809.915014164306
2804,Illinois,Glen Ellyn Community Consolidated School District 89,2016,2070.0,36951000,34744000,16784.54106280193
2805,Illinois,West Chicago Community High School District 94,2016,2012.0,38728000,38284000,19027.83300198807
2806,Illinois,West Chicago Elementary School District 33,2016,4571.0,73613000,66337000,14512.579304309778
2807,Illinois,Westmont Community Unit School District 201,2016,1345.0,34113000,34415000,25587.36059479554
2808,Illinois,Community Unit School District 200,2016,12876.0,223049000,205358000,15948.897173035104
2809,Illinois,Winfield School District 34,2016,320.0,7530000,7310000,22843.75
2810,Illinois,Wood Dale School District 7,2016,1143.0,19420000,19641000,17183.727034120733
2811,Illinois,Dupage High School District 88,2016,4075.0,91470000,82455000,20234.355828220858
2812,Illinois,School Association Special Education Dupage (Sased),2016,0.0,56413000,56294000,inf
2813,Illinois,Cooperative Association For Special Education,2016,0.0,26381000,24903000,inf
2814,Illinois,North Dupage Special Education Cooperative,2016,0.0,15343000,16503000,inf
2815,Illinois,Dupage Area Occupational Education System (Daeva),2016,0.0,10355000,9874000,inf
2816,Illinois,Edgar County Community Unit School District 6,2016,332.0,4287000,3647000,10984.939759036144
2817,Illinois,Kansas Community Unit School District 3,2016,201.0,3221000,2904000,14447.76119402985
2818,Illinois,Paris Union School District 95,2016,1350.0,13730000,13414000,9936.296296296296
2819,Illinois,Paris Cooperative High School,2016,590.0,16777000,17729000,30049.15254237288
2820,Illinois,Paris Crestwood Community Unit School District 4,2016,687.0,6841000,6569000,9561.863173216885
2821,Illinois,Shiloh Community Unit School District 1,2016,423.0,6270000,5628000,13304.964539007093
2822,Illinois,Edwards County Community Unit School District 1,2016,924.0,9781000,9927000,10743.506493506493
2823,Illinois,Altamont Community Unit School District 10,2016,761.0,8196000,10273000,13499.34296977661
2824,Illinois,Beecher City Community Unit School District 20,2016,320.0,4405000,6570000,20531.25
2825,Illinois,Dieterich Community Unit School District 30,2016,480.0,4988000,4954000,10320.833333333334
2826,Illinois,Effingham Community Unit School District 40,2016,2634.0,28267000,27198000,10325.740318906606
2827,Illinois,Teutopolis Community Unit School District 50,2016,1061.0,8841000,8662000,8163.9962299717245
2828,Illinois,Brownstown Community Unit School District 201,2016,384.0,4828000,4649000,12106.770833333334
2829,Illinois,Ramsey Community Unit School District 204,2016,456.0,5303000,5254000,11521.929824561403
2830,Illinois,St Elmo Community Unit School District 202,2016,478.0,5504000,5339000,11169.456066945606
2831,Illinois,Vandalia Community Unit School District 203,2016,1536.0,19695000,19161000,12474.609375
2832,Illinois,Bond Fayette Effingham Efe 410,2016,0.0,598000,614000,inf
2833,Illinois,Okaw Area Vocational Center,2016,0.0,1133000,998000,inf
2834,Illinois,Gibson City-Melvin-Sibley Community School District 5,2016,1045.0,14920000,14364000,13745.454545454546
2835,Illinois,Paxton-Buckley-Loda Community Unit District 10,2016,1360.0,18822000,18370000,13507.35294117647
2836,Illinois,Ford Special Education Cooperative,2016,0.0,1669000,1617000,inf
2837,Illinois,Ford-Iroquois County Special Education Association,2016,0.0,7747000,7747000,inf
2838,Illinois,Akin Community Consolidated School District 91,2016,91.0,1939000,1512000,16615.384615384617
2839,Illinois,Benton Community Consolidated School District 47,2016,1153.0,13008000,13618000,11810.928013876843
2840,Illinois,Benton Consolidated High School District 103,2016,597.0,9173000,8653000,14494.137353433836
2841,Illinois,Ewing Northern Community Consolidated School District 115,2016,202.0,2581000,2646000,13099.009900990099
2842,Illinois,Sesser-Valier Community Unit School District 196,2016,690.0,7405000,7404000,10730.434782608696
2843,Illinois,Thompsonville School District 174,2016,346.0,3416000,3049000,8812.1387283237
2844,Illinois,West Frankfort Community Unit School District 168,2016,1831.0,19890000,19370000,10578.918623702895
2845,Illinois,Zeigler-Royalton Community Unit School District 188,2016,620.0,7020000,8660000,13967.741935483871
2846,Illinois,Christopher Unit 99,2016,810.0,9134000,8944000,11041.975308641975
2847,Illinois,Franklin-Jefferson County Special Education District,2016,0.0,6718000,6285000,inf
2848,Illinois,Astoria Community Unit School District 1,2016,350.0,4359000,3983000,11380.0
2849,Illinois,Canton School District 66,2016,2604.0,28142000,27297000,10482.718894009216
2850,Illinois,Farmington Central Community Unit School District 265,2016,1432.0,17008000,14465000,10101.256983240224
2851,Illinois,Fulton County Community Unit School District 3,2016,468.0,6015000,6029000,12882.478632478633
2852,Illinois,Spoon River Valley Community Unit School District 4,2016,357.0,4878000,4718000,13215.686274509804
2853,Illinois,V I T Community Unit School District 2,2016,369.0,4780000,4809000,13032.520325203252
2854,Illinois,Lewistown School District 97,2016,700.0,7960000,7034000,10048.57142857143
2855,Illinois,Gallatin Community Unit School District 7,2016,781.0,8801000,8471000,10846.350832266326
2856,Illinois,Carrollton Community Unit School District 1,2016,601.0,6698000,6703000,11153.078202995008
2857,Illinois,Greenfield Community Unit School District 10,2016,459.0,5669000,5589000,12176.470588235294
2858,Illinois,North Green Unit School District 3,2016,885.0,10791000,10640000,12022.598870056498
2859,Illinois,Braceville School District 75,2016,138.0,1748000,1824000,13217.391304347826
2860,Illinois,Coal City Community Unit School District 1,2016,2119.0,36334000,38127000,17992.92118924021
2861,Illinois,Gardner Community Consolidated School District 72C,2016,198.0,2672000,2548000,12868.68686868687
2862,Illinois,Gardner S Wilm Township High School District 73,2016,183.0,3839000,4417000,24136.612021857924
2863,Illinois,Mazon Verona Kinsman Community Unit District 2,2016,315.0,5027000,4792000,15212.698412698413
2864,Illinois,Minooka Community Consolidated School District 201,2016,4472.0,46175000,46102000,10309.033989266547
2865,Illinois,Minooka Community High School District 111,2016,2680.0,42353000,40082000,14955.970149253732
2866,Illinois,Morris Community High School District 101,2016,924.0,14660000,14866000,16088.744588744588
2867,Illinois,Morris School District 54,2016,1178.0,13804000,13847000,11754.668930390493
2868,Illinois,Nettle Cr Community Consolidated School District 24C,2016,89.0,1722000,1642000,18449.43820224719
2869,Illinois,Saratoga Community Consolidated School District 60-C,2016,785.0,10150000,9355000,11917.197452229299
2870,Illinois,South Wilmington Consolidated School District 74,2016,105.0,1275000,1196000,11390.47619047619
2871,Illinois,Grundy Area Vocational Center,2016,0.0,6549000,6374000,inf
2872,Illinois,Grundy County Special Education Cooperative,2016,0.0,12906000,12900000,inf
2873,Illinois,Hamilton County Community Unit School District 10,2016,1250.0,14281000,13778000,11022.4
2874,Illinois,Southeastern Community Unit School District 337,2016,524.0,6826000,6698000,12782.442748091604
2875,Illinois,Dallas City Elementary School District 327,2016,186.0,2467000,2537000,13639.78494623656
2876,Illinois,Hamilton Community Consolidated School District 328,2016,602.0,6019000,5902000,9803.986710963454
2877,Illinois,Nauvoo Colusa Community Unit School District 325,2016,228.0,4638000,3959000,17364.035087719298
2878,Illinois,Warsaw Community Unit School District 316,2016,399.0,5356000,4889000,12253.1328320802
2879,Illinois,Illini West High School District 307,2016,382.0,5133000,4541000,11887.434554973823
2880,Illinois,La Harpe Community Unit School District 347,2016,231.0,3257000,3407000,14748.91774891775
2881,Illinois,Carthage Elementary School District 317,2016,438.0,4244000,4384000,10009.132420091324
2882,Illinois,Hardin County Community Unit School District 1,2016,603.0,6315000,5855000,9709.784411276949
2883,Illinois,West Central School District 235,2016,871.0,10337000,10498000,12052.812858783009
2884,Illinois,Alwood Community Unit School District 225,2016,398.0,5541000,5248000,13185.929648241206
2885,Illinois,Annawan Community Unit School District 226,2016,382.0,5081000,4682000,12256.5445026178
2886,Illinois,Cambridge Community Unit School District 227,2016,506.0,6042000,5980000,11818.181818181818
2887,Illinois,Colona School District 190,2016,456.0,5010000,4729000,10370.61403508772
2888,Illinois,Galva Community Unit School District 224,2016,583.0,6428000,6565000,11260.720411663808
2889,Illinois,Geneseo Community Unit School District 228,2016,2601.0,28242000,27891000,10723.18339100346
2890,Illinois,Kewanee Community Unit School District 229,2016,1950.0,21343000,20689000,10609.74358974359
2891,Illinois,Orion Community Unit School District 223,2016,1088.0,12556000,11575000,10638.786764705883
2892,Illinois,Wethersfield Community Unit School District 230,2016,589.0,6546000,6949000,11797.962648556877
2893,Illinois,Henry-Stark County Special Education District,2016,0.0,8628000,9254000,inf
2894,Illinois,Central Community Unit School District 4,2016,1113.0,14035000,13963000,12545.372866127584
2895,Illinois,Cissna Park Community Unit School District 6,2016,305.0,3973000,3689000,12095.081967213115
2896,Illinois,Crescent Iroquois Cusd 249,2016,73.0,2251000,2195000,30068.49315068493
2897,Illinois,Donovan Community Unit School District 3,2016,336.0,4704000,4345000,12931.547619047618
2898,Illinois,Iroquois County Community Unit School District 9,2016,1085.0,13412000,13186000,12152.99539170507
2899,Illinois,Milford Area Public Schools District 124,2016,650.0,9877000,11417000,17564.615384615383
2900,Illinois,Iroquois Area Regional Delivery System,2016,0.0,154000,169000,inf
2901,Illinois,Iroquois West Community Unit District 10,2016,993.0,13277000,12723000,12812.688821752266
2902,Illinois,Carbondale Community High School District 165,2016,1037.0,18743000,17098000,16487.94599807136
2903,Illinois,Carbondale Elem School District 95,2016,1553.0,22858000,22437000,14447.520927237605
2904,Illinois,Desoto Consolidated School District 86,2016,239.0,2759000,2774000,11606.694560669455
2905,Illinois,Elverado Community Unit School District 196,2016,467.0,5219000,5172000,11074.946466809422
2906,Illinois,Giant City Community Consolidated School District 130,2016,246.0,2662000,2378000,9666.666666666666
2907,Illinois,Unity Point Community Consolidated School District 140,2016,705.0,7234000,7453000,10571.631205673759
2908,Illinois,Tricounty Community Unit School District 176,2016,963.0,10391000,10202000,10593.977154724818
2909,Illinois,Regional Delivery System Ed For Employment,2016,0.0,441000,439000,inf
2910,Illinois,Jackson-Perry-Union County Special Education Cooperative,2016,0.0,13878000,13866000,inf
2911,Illinois,Murphysboro Community Unit School District 186,2016,2119.0,28464000,28603000,13498.348277489382
2912,Illinois,Jasper County Community Unit School District 1,2016,1387.0,15562000,16539000,11924.297043979812
2913,Illinois,South Eastern Special Education Program,2016,0.0,7062000,6940000,inf
2914,Illinois,Opdyke-Belle-Rive Community Con School District 5,2016,186.0,2237000,2243000,12059.139784946237
2915,Illinois,Bethel School District 82,2016,178.0,1960000,2155000,12106.741573033707
2916,Illinois,Bluford Community Consolidated School District 114,2016,406.0,4089000,3678000,9059.11330049261
2917,Illinois,Spring Garden Ccsd 178,2016,245.0,2755000,2659000,10853.061224489797
2918,Illinois,Field Community Consolidated School District 3,2016,292.0,2715000,2715000,9297.945205479453
2919,Illinois,Grand Prairie Community Consolidated School District 6,2016,87.0,933000,853000,9804.597701149425
2920,Illinois,Mcclellan Community Consolidated School District 12,2016,67.0,690000,659000,9835.820895522387
2921,Illinois,Mt Vernon School District 80,2016,1711.0,24303000,23647000,13820.572764465225
2922,Illinois,Mt Vernon Township High School District 201,2016,1231.0,41864000,58999000,47927.70105605199
2923,Illinois,Rome Community Consolidated School District 2,2016,371.0,3130000,3511000,9463.611859838275
2924,Illinois,Farrington Community Consolidated School District 99,2016,75.0,715000,690000,9200.0
2925,Illinois,Summersville School District 79,2016,284.0,2496000,2401000,8454.225352112677
2926,Illinois,Woodlawn Unit School District 209,2016,529.0,6443000,5739000,10848.771266540643
2927,Illinois,Mt Vernon Area Vocational Center,2016,0.0,712000,698000,inf
2928,Illinois,Rend Lake Area Regional Delivery System,2016,0.0,388000,388000,inf
