STATE,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
Virginia,1865,MADISON CO SCHS,2015,26877,1413,9025,16439,31091,11417,7020,760,7609
Virginia,1140,MATHEWS CO SCHS,2015,14008,814,5114,8080,13181,7384,4661,773,195
Virginia,4584,MECKLENBURG CO SCHS,2015,45923,4813,25646,15464,45438,27229,13438,1983,1348
Virginia,1266,MIDDLESEX CO SCHS,2015,16330,1016,4251,11063,13998,6576,5641,501,557
Virginia,9703,MONTGOMERY CO SCHS,2015,122220,6609,50836,64775,112251,59100,37693,4294,2223
Virginia,1933,NELSON CO SCHS,2015,26191,1769,8309,16113,25638,13457,10005,969,764
Virginia,3027,NEW KENT CO SCHS,2015,29108,1270,13589,14249,30495,17080,10106,921,23
Virginia,1651,NORTHAMPTON CO SCHS,2015,20319,2597,9000,8722,24502,10087,7895,786,1293
Virginia,1421,NORTHUMBERLAND CO SCHS,2015,17355,1329,4207,11819,17158,9316,5994,554,569
Virginia,2318,NOTTOWAY CO SCHS,2015,23133,2394,15219,5520,22839,12925,8057,1059,450
Virginia,5222,ORANGE CO SCHS,2015,54855,5379,26373,23103,57994,30208,18363,2200,2731
Virginia,3506,PAGE CO SCHS,2015,39412,2756,20583,16073,38974,21056,11751,1494,1486
Virginia,2905,PATRICK CO SCHS,2015,29418,2204,18368,8846,28536,16491,8391,1408,721
Virginia,9299,PITTSYLVANIA COUNTY SCHS,2015,87566,8269,58829,20468,91490,51142,28893,5185,2001
Virginia,4217,POWHATAN CO SCHS,2015,44078,1588,21121,21369,48452,25679,16718,1243,175
Virginia,2189,PRINCE EDWARD COUNTY SCHOOL,2015,25363,2650,13512,9201,24733,14371,8306,1040,658
Virginia,6459,PR GEORGE CO SCHS,2015,66055,8766,39351,17938,63162,36437,19901,3202,1443
Virginia,86641,PRINCE WILLIAM CO SCHS,2015,1085884,49730,458652,577502,1094736,515593,357189,42772,135145
Virginia,4430,PULASKI CO SCHS,2015,46446,4383,26406,15657,50209,26186,16477,2556,627
Virginia,919,RAPPAHANNOCK COUNTY SCHS,2015,12822,614,2761,9447,12486,6783,4610,409,530
Virginia,1225,RICHMOND CO SCHS,2015,15878,1009,7851,7018,15684,8583,5290,615,224
Virginia,14384,ROANOKE CO SCHS,2015,159320,7139,71870,80311,162836,88864,40193,4780,24458
Virginia,2824,ROCKBRIDGE COUNTY SCHS,2015,34815,1900,13443,19472,34164,17830,11803,1249,1477
Virginia,11870,ROCKINGHAM COUNTY SCHS,2015,133950,7276,60530,66144,137957,74896,44263,5554,2918
Virginia,4177,RUSSELL CO SCHS,2015,41407,3876,28084,9447,40368,23226,13594,2318,806
Virginia,3783,SCOTT COUNTY SCHS,2015,36146,3224,26253,6669,35678,21447,11020,1939,1001
Virginia,6196,SHENANDOAH COUNTY SCHS,2015,66129,3810,32817,29502,70123,39488,20577,2156,1554
Virginia,4682,SMYTH COUNTY SCHS,2015,48240,4435,30391,13414,47101,28657,13394,2992,1045
Virginia,2770,SOUTHAMPTON COUNTY SCHS,2015,33709,2492,17186,14031,32343,16730,11358,1310,628
Virginia,23887,SPOTSYLVANIA COUNTY SCHS,2015,268214,14183,125907,128124,256686,145251,87810,9281,6021
Virginia,27573,STAFFORD CO SCHS,2015,281620,16106,140291,125223,313434,164327,86062,11101,51186
Virginia,867,SURRY COUNTY SCHS,2015,15977,988,2817,12172,20248,8842,5855,552,666
Virginia,1110,SUSSEX CO SCHS DIST,2015,18177,1585,7737,8855,22400,8976,7959,835,83
Virginia,6226,TAZEWELL CO SCHS,2015,59334,5107,37720,16507,59032,34040,19524,2739,2269
Virginia,5398,WARREN CO SCHOOLS,2015,54952,3555,27171,24226,53462,30687,18930,2606,997
Virginia,7330,WASHINGTON COUNTY SCHS,2015,76542,5912,38269,32361,76255,44370,23128,3853,3188
Virginia,1709,WESTMORELAND CO SCHOOLS,2015,20985,1820,10072,9093,20005,11163,6716,868,594
Virginia,6111,WISE COUNTY SCHS,2015,64052,5909,36434,21709,63858,35601,18366,3281,4004
Virginia,4308,WYTHE COUNTY SCHS,2015,46725,3648,24467,18610,44849,25751,13710,1739,2681
Virginia,12695,YORK COUNTY SCHS,2015,131892,15238,59432,57222,145964,76485,45509,3289,14709
Virginia,786,WEST POINT TOWN SCHS,2015,9968,368,4479,5121,9877,5782,3200,184,584
Virginia,553,COLONIAL BEACH TWN SCHS,2015,8084,604,3521,3959,7321,3315,2388,244,1207
Virginia,14216,ALEXANDRIA CITY SCHOOLS,2015,252140,13001,39388,199751,253395,136914,99894,8854,7411
Virginia,2303,BRISTOL CITY SCHS,2015,29625,3401,15008,11216,28681,16315,6879,1228,4120
Virginia,1055,BUENA VISTA CITY SCHS,2015,10885,707,7336,2842,10822,5954,4177,406,20
Virginia,4356,CHARLOTTESVILLE CITY SCH,2015,75338,4663,18863,51812,73798,39381,26368,3923,1359
Virginia,39707,CHESAPEAKE CITY SCHOOLS,2015,447805,30726,213359,203720,462248,266491,149471,11995,13113
Virginia,2826,COLONIAL HEIGHTS CITY SCHOOLS,2015,35146,1752,13459,19935,34978,22246,10955,958,500
Virginia,1002,COVINGTON CITY SCHOOLS,2015,11837,813,6062,4962,11838,6639,3521,480,845
Virginia,6315,DANVILLE CITY SCHOOLS,2015,69226,9164,41423,18639,69359,40800,23065,4293,505
Virginia,0,FAIRFAX CITY SCHOOLS,2015,50866,0,7508,43358,46345,0,840,0,42
Virginia,2465,FALLS CHURCH CITY SCHOOLS,2015,46801,590,5748,40463,48480,28043,15194,2421,688
Virginia,1201,FRANKLIN CITY SCHOOLS,2015,18209,2802,8676,6731,18402,9852,5945,750,869
Virginia,3466,FREDERICKSBURG CITY SCHOOLS,2015,45266,4127,12970,28169,47526,26910,15261,1891,1822
Virginia,1387,GALAX CITY SCHOOLS,2015,15610,1479,8636,5495,14631,8557,4633,717,537
Virginia,20796,HAMPTON CITY SCHOOLS,2015,226667,22090,121961,82616,232563,126467,79398,11118,8093
Virginia,5633,HARRISONBURG CITY PUBLIC SCHOOLS,2015,72519,5340,31183,35996,73792,40815,22141,3332,1654
Virginia,4352,HOPEWELL CITY SCHOOLS,2015,48590,5934,27051,15605,46357,28304,12940,1996,1660
Virginia,495,LEXINGTON CITY SCHOOLS,2015,6593,230,2936,3427,6255,2884,1783,156,42
Virginia,8600,LYNCHBURG CITY SCHOOLS,2015,108235,11539,50499,46197,103538,57575,37533,3920,3146
Virginia,2300,MARTINSVILLE CITY SCHOOLS,2015,27447,3657,15461,8329,26870,15521,8821,1445,522
Virginia,29547,NEWPORT NEWS CITY SCHOOLS,2015,345633,37377,173944,134312,342359,177532,117037,18024,20348
Virginia,32290,NORFOLK CITY SCHOOLS,2015,371921,48988,189822,133111,374176,217193,116695,20974,13038
Virginia,839,NORTON CITY SCHOOLS,2015,8437,711,5026,2700,8148,4686,2278,325,465
Virginia,4318,PETERSBURG CITY SCHOOLS,2015,49826,8077,29266,12483,50385,26026,20109,2303,1276
Virginia,15080,PORTSMOUTH CITY SCHOOLS,2015,169483,18103,92187,59193,168288,95819,56710,8601,2213
Virginia,1664,RADFORD CITY SCHOOLS,2015,16325,1381,9619,5325,16272,9636,5224,712,687
Virginia,23957,RICHMOND CITY SCHOOLS,2015,334432,51875,133998,148559,338257,182829,121282,16426,10847
Virginia,13649,ROANOKE CITY SCHOOLS,2015,190429,13438,81611,95380,180330,98107,61457,7177,3568
Virginia,2734,STAUNTON CITY SCHOOLS,2015,36236,2614,17475,16147,34731,21027,9490,1320,938
Virginia,14365,SUFFOLK CITY SCHOOLS,2015,162619,11578,77037,74004,153029,86577,42531,7219,7726
Virginia,70121,VIRGINIA BEACH CITY SCHS,2015,789621,63268,335914,390439,838031,449675,288705,30257,33460
Virginia,3230,WAYNESBORO CITY SCHOOLS,2015,38012,3438,16910,17664,35945,20517,11007,2384,619
Virginia,4269,WINCHESTER CITY SCHOOLS,2015,56604,3501,21675,31428,66897,32715,18417,2161,8032
Virginia,3865,SALEM CITY SCHOOL DIST,2015,43715,2453,19481,21781,43566,26389,12189,2341,1326
Virginia,7476,MANASSAS CITY SCHOOLS,2015,110151,5567,45766,58818,112584,60048,33864,3249,9188
Virginia,3359,MANASSAS PARK CITY SCHS,2015,38787,2346,22291,14150,42930,22751,12365,1680,189
Virginia,2095,POQUOSON CITY SCHOOLS,2015,21947,955,10297,10695,21927,12897,7263,641,569
Washington,14,BENGE SCHOOL DISTRICT 122,2015,391,16,314,61,342,161,165,15,1
Washington,180,LIND SCHOOL DISTRICT 158,2015,4267,251,2946,1070,5841,1881,1711,200,1949
Washington,4098,OTHELLO SCHOOL DISTRICT 147 163-55,2015,47232,4628,36654,5950,46831,22145,14419,2508,6637
Washington,364,RITZVILLE SCHOOL DISTRICT 160-67,2015,4769,258,2768,1743,4630,2279,1498,316,16
Washington,47,WASHTUCNA SCHOOL DISTRICT 109-43,2015,2097,56,1840,201,1880,1095,698,85,0
Washington,620,ASOTIN ANATONE SCHOOL DISTRICT 420,2015,7083,391,4861,1831,6747,3840,2454,453,0
Washington,2676,CLARKSTON SCHOOL DISTRICT J250-185,2015,29235,2650,20690,5895,29137,16364,10550,1809,412
Washington,17382,KENNEWICK SCHOOL DISTRICT 17,2015,197862,14464,144979,38419,209006,97047,63974,8591,36712
Washington,1500,KIONA BENTON SCHOOL DISTRICT 52,2015,17424,1383,12373,3668,17368,8520,6824,722,1074
Washington,135,PATERSON SCHOOL DISTRICT 50,2015,1886,145,1288,453,1791,801,663,103,161
Washington,2837,PROSSER SCHOOL DISTRICT 116,2015,31140,3040,23489,4611,30861,16855,11970,1709,326
Washington,12627,RICHLAND SCHOOL DISTRICT 400,2015,151245,8895,103767,38583,186849,63424,44800,5338,67973
Washington,915,FINLEY SCHOOL DISTRICT 53,2015,10780,986,7666,2128,10752,6282,3609,754,107
Washington,1557,CASHMERE SCHOOL DISTRICT 222,2015,17142,1160,11410,4572,16437,9179,5480,852,555
Washington,1464,LAKE CHELAN SCH DIST 129,2015,18058,1502,11433,5123,19158,9258,6039,952,2885
Washington,356,ENTIAT SCHOOL DISTRICT 127,2015,6271,404,4673,1194,11384,2470,1540,243,6784
Washington,668,MANSON SCHOOL DISTRICT 19,2015,9465,1009,6398,2058,10218,4545,2909,601,2005
Washington,1303,CASCADE SCHOOL DISTRICT 228,2015,15997,945,9470,5582,17912,7919,4913,736,3744
Washington,5,STEHEKIN SCHOOL DISTRICT 69,2015,25,0,24,1,179,128,51,0,0
Washington,7976,WENATCHEE SCHOOL DISTRICT 246,2015,92265,8750,63995,19520,111604,47421,31528,4609,24404
Washington,0,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT,2015,13150,2623,1739,8788,15402,1556,13446,0,286
Washington,456,CAPE FLATTERY SCHOOL DISTRICT 401,2015,8808,2767,5146,895,7900,4081,3097,493,107
Washington,285,CRESCENT SCHOOL DISTRICT 313,2015,3380,333,2456,591,3391,2063,1109,177,42
Washington,3795,PORT ANGELES SCHOOL DISTRICT 121,2015,42680,3551,28289,10840,40625,24687,13383,1699,798
Washington,3019,QUILLAYUTE VALLEY SCHOOL DISTRICT,2015,26614,1471,23046,2097,25849,18615,5588,740,355
Washington,2901,SEQUIM SCHOOL DISTRICT 323,2015,29253,1959,19701,7593,28679,16432,9631,1462,1127
Washington,13526,BATTLE GROUND SCHOOL DISTRICT 119,2015,142945,7047,97371,38527,135063,76453,50506,4570,1153
Washington,6616,CAMAS SCHOOL DISTRICT 117,2015,78015,1995,45362,30658,67583,35794,23134,2652,2127
Washington,26526,EVERGREEN SCHOOL DISTRICT 114,2015,313980,18086,215096,80798,287197,155750,110218,9448,5236
Washington,143,GREEN MOUNTAIN SCHOOL DISTRICT 103,2015,1731,65,1151,515,1896,857,516,60,279
Washington,1909,HOCKINSON SCHOOL DISTRICT 98,2015,20855,667,12746,7442,21008,9764,6772,794,3174
Washington,1625,LA CENTER SCHOOL DISTRICT 101,2015,16020,331,10918,4771,14903,8997,4522,819,20
Washington,2331,RIDGEFIELD SCHOOL DISTRICT 122,2015,26791,614,16768,9409,25959,10331,7970,786,3195
Washington,23487,VANCOUVER SCHOOL DISTRICT 37,2015,269135,18197,172414,78524,249512,125710,104937,8881,6551
Washington,3168,WASHOUGAL SCHOOL DISTRICT 112-6,2015,36063,1918,22639,11506,30978,16479,11539,1403,583
Washington,0,EDUCATIONAL SERVICE DISTRICT 112,2015,50786,8579,20710,21497,55184,15607,39122,0,342
Washington,444,DAYTON SCHOOL DISTRICT 2,2015,6197,384,3908,1905,5878,2977,1927,337,153
Washington,28,STARBUCK SCHOOL DISTRICT 35,2015,585,24,543,18,574,302,236,3,25
Washington,1258,CASTLE ROCK SCHOOL DISTRICT 401,2015,13683,1123,9950,2610,13271,7294,5043,677,240
Washington,934,KALAMA SCHOOL DISTRICT 402,2015,8939,360,5891,2688,10157,4132,2886,1099,1312
Washington,4943,KELSO SCHOOL DISTRICT 458,2015,53366,4234,37707,11425,51149,26779,20078,2809,582
Washington,6690,LONGVIEW SCHOOL DISTRICT 122,2015,78721,6641,48576,23504,74309,39713,26429,3222,3336
Washington,619,TOUTLE LAKE SCHOOL DISTRICT 130,2015,6793,284,4893,1616,6585,3495,1977,398,143
Washington,2258,WOODLAND SCHOOL DISTRICT 404,2015,40236,1623,30099,8514,55894,12455,11362,988,28783
Washington,842,BRIDGEPORT SCHOOL DISTRICT 75,2015,8943,1452,6973,518,8439,4786,2846,563,60
Washington,5834,EASTMONT SCHOOL DISTRICT 206,2015,67670,6245,45347,16078,62200,33655,19982,3766,2633
Washington,88,MANSFIELD SCHOOL DISTRICT 207,2015,2123,120,1828,175,2395,1025,950,238,179
Washington,190,ORONDO SCHOOL DISTRICT 13,2015,3424,423,1687,1314,3236,1240,1268,162,148
Washington,29,PALISADES SCHOOL DISTRICT 102,2015,616,88,425,103,797,259,305,98,110
Washington,266,WATERVILLE SCHOOL DISTRICT 209,2015,4288,250,2731,1307,4349,1748,1726,350,214
Washington,194,CURLEW CONSOLIDATED SCHOOL DISTRICT 50,2015,2935,287,2296,352,3213,1591,1048,574,0
Washington,232,INCHELIUM SCHOOL DISTRICT 70,2015,4321,1527,2634,160,4889,2114,1426,1338,11
Washington,40,KELLER SCHOOL DISTRICT 3,2015,1165,544,589,32,1082,359,479,63,1
Washington,78,ORIENT SCHOOL DISTRICT 65,2015,1267,160,1065,42,1250,555,536,53,106
Washington,309,REPUBLIC SCHOOL DISTRICT 309,2015,4368,675,3049,644,4937,2444,1614,846,30
Washington,47,KAHLOTUS SCHOOL DISTRICT 56,2015,1973,82,1721,170,1937,908,762,105,107
Washington,17100,PASCO SCHOOL DISTRICT 1,2015,236614,15707,182516,38391,236503,100060,60028,8850,61312
Washington,5,STAR SCHOOL DISTRICT 54,2015,316,20,295,1,414,161,180,0,70
Washington,2117,NORTH FRANKLIN SCHOOL DISTRICT J51-162,2015,24371,2974,17647,3750,23413,11981,8421,1115,1200
Washington,317,POMEROY SCHOOL DISTRICT 110,2015,5057,317,2933,1807,4553,2498,1523,300,35
Washington,172,COULEE HARTLINE SCHOOL DISTRICT 151,2015,3789,181,2329,1279,3291,1660,1084,273,243
Washington,2426,EPHRATA SCHOOL DISTRICT 165,2015,25806,2216,18911,4679,25800,12516,10076,1624,1539
Washington,744,GRAND COULEE DAM SCHOOL DISTRICT 301J,2015,12915,2287,9170,1458,12719,5326,3687,518,3188
Washington,1679,ROYAL SCHOOL DISTRICT 160,2015,24706,2039,19780,2887,31481,9477,5460,1010,15227
Washington,8339,MOSES LAKE SCHOOL DISTRICT 161,2015,94144,6622,67763,19759,88831,48349,31660,4210,3225
Washington,2916,QUINCY SCHOOL DISTRICT 144-101,2015,32975,3197,21080,8698,31055,17848,10503,1939,599
Washington,442,SOAP LAKE SCHOOL DISTRICT 156,2015,6389,897,4429,1063,6066,3130,2476,437,0
Washington,999,WARDEN SCHOOL DISTRICT 146-161,2015,11704,1494,8077,2133,10769,5591,3946,797,431
Washington,153,WILSON CREEK JOINT CONSOLIDATED SCHOOL DISTRICT 167 202,2015,2913,125,2294,494,2754,1444,1099,157,49
Washington,2328,WAHLUKE SCHOOL DISTRICT 73,2015,25240,4027,18237,2976,24252,13504,8740,1605,239
Washington,3270,ABERDEEN SCHOOL DISTRICT 5,2015,42595,4692,28758,9145,39916,23724,12264,2123,1124
Washington,143,COSMOPOLIS SCHOOL DISTRICT 99,2015,2197,174,988,1035,1926,999,615,96,17
Washington,1498,ELMA SCHOOL DISTRICT 68,2015,17451,1394,12189,3868,16114,9256,5667,1116,75
Washington,1669,HOQUIAM SCHOOL DISTRICT 28,2015,21174,2351,13780,5043,20147,10516,7951,1129,430
Washington,285,MCCLEARY SCHOOL DISTRICT 65,2015,3822,340,2255,1227,3454,1610,1248,158,4
Washington,1305,MONTESANO SCHOOL DISTRICT 66,2015,15636,922,9664,5050,15045,7524,4758,739,1251
Washington,232,OAKVILLE SCHOOL DISTRICT 400,2015,3950,911,2629,410,3954,2042,1697,205,4
Washington,626,OCOSTA SCHOOL DISTRICT 172,2015,9613,883,5125,3605,15932,4913,2643,503,7274
Washington,170,QUINALT SCHOOL DISTRICT 97,2015,3450,372,2252,826,3150,1411,1279,197,78
Washington,57,SATSOP SCHOOL DISTRICT 104,2015,711,83,528,100,673,399,186,16,0
Washington,188,TAHOLAH SCHOOL DISTRICT 77,2015,4624,1993,2371,260,4480,2339,1623,255,262
Washington,148,WISHKAH VALLEY SCHOOL DISTRICT 117,2015,2241,103,504,1634,2478,1370,946,149,0
Washington,675,NORTH BEACH SCHOOL DISTRICT 64,2015,9115,607,5188,3320,8015,4183,2699,398,368
Washington,923,COUPEVILLE SCHOOL DISTRICT 204,2015,11764,559,6290,4915,10457,5470,3808,436,172
Washington,5667,OAK HARBOR SCHOOL DISTRICT 201,2015,63483,8532,39113,15838,59217,31365,22468,2537,884
Washington,1471,SOUTH WHIDBEY SCHOOL DISTRICT 206,2015,17814,838,10397,6579,17694,8848,5828,705,2281
Washington,38,BRINNON SCHOOL DISTRICT 46,2015,998,112,581,305,1079,420,453,86,80
Washington,1085,CHIMACUM SCHOOL DISTRICT 49,2015,13555,915,7939,4701,13043,6237,5138,505,1163
Washington,1235,PORT TOWNSEND SCHOOL DISTRICT 50,2015,15156,1327,8506,5323,14739,7794,5229,1020,466
Washington,30,QUEETS CLEARWATER SCHOOL DISTRICT 20,2015,969,318,535,116,1251,466,434,303,21
Washington,331,QUILCENE SCHOOL DISTRICT 48,2015,5514,306,4356,852,5021,2987,1694,188,121
Washington,15481,AUBURN SCHOOL DISTRICT 408,2015,207809,14977,127492,65340,223410,91964,67741,8149,47880
Washington,19456,BELLEVUE SCHOOL DISTRICT 405,2015,307196,10468,127047,169681,344550,126812,85013,9703,93502
Washington,20881,NORTHSHORE SCHOOL DISTRICT 417,2015,266155,10593,141061,114501,303721,126300,75159,8262,75919
Washington,4094,ENUMCLAW SCHOOL DISTRICT 216,2015,48679,2475,29386,16818,45865,23611,17658,2482,1603
Washington,22501,FEDERAL WAY SCHOOL DISTRICT 210,2015,278629,20800,168792,89037,267602,135290,89168,9849,26340
Washington,19288,HIGHLINE SCHOOL DISTRICT 401,2015,248401,24347,144694,79360,248899,124231,89038,9005,8113
Washington,19405,ISSAQUAH SCHOOL DISTRICT 411,2015,246417,6197,120607,119613,247274,111209,61402,8061,49876
Washington,27877,KENT SCHOOL DISTRICT 415,2015,324455,23634,193893,106928,309448,171768,112535,12522,4870
Washington,27059,LAKE WASHINGTON SCHOOL DISTRICT 414,2015,347870,13464,172776,161630,326814,155129,96535,10310,43091
Washington,3278,RIVERVIEW SCHOOL DISTRICT 407,2015,39050,1217,21607,16226,35168,16691,13968,1230,1659
Washington,4446,MERCER ISLAND SCHOOL DISTRICT 400,2015,60785,1199,28428,31158,86306,25539,18897,2866,36667
Washington,15568,RENTON SCHOOL DISTRICT 403,2015,218285,15978,109635,92672,226257,98907,63083,6789,43388
Washington,52834,SEATTLE SCHOOL DISTRICT 1,2015,826461,46016,390646,389799,775490,384945,247752,18346,123013
Washington,9311,SHORELINE SCHOOL DISTRICT 412,2015,127624,5192,67014,55418,117223,55703,35608,4166,12767
Washington,44,SKYKOMISH SCHOOL DISTRICT 404,2015,2158,78,1501,579,2231,1058,947,131,87
Washington,6684,SNOQUALMIE VALLEY SCHOOL DISTRICT 410,2015,76110,2144,42096,31870,72068,34654,23326,2547,8282
Washington,3080,TUKWILA SCHOOL DISTRICT 406,2015,45517,5549,22232,17736,39954,21134,15665,1600,1091
Washington,8058,TAHOMA SCHOOL DISTRICT 409,2015,99295,3493,59707,36095,110080,45010,26004,2608,28763
Washington,1572,VASHON ISLAND SCHOOL DISTRICT 402,2015,22726,1797,11302,9627,21298,9101,7508,741,1762
Washington,0,PUGET SOUND EDUCATIONAL SERVICE DISTRICT,2015,81580,45815,21870,13895,88503,27536,59463,84,1101
Washington,3898,BAINBRIDGE ISLAND SCHOOL DISTRICT 303,2015,50391,2324,25609,22458,46086,22727,15508,1426,3022
Washington,5126,BREMERTON SCHOOL DISTRICT 100 C,2015,65743,6250,40421,19072,61934,32267,22048,2983,2811
Washington,11086,CENTRAL KITSAP SCHOOL DISTRICT 401,2015,140263,19820,82894,37549,128387,69640,40173,6398,12176
Washington,6113,NORTH KITSAP SCHOOL DISTRICT 400,2015,74997,4728,42129,28140,65118,34622,25457,2858,676
Washington,9649,SOUTH KITSAP SCHOOL DISTRICT 402,2015,101567,6515,68533,26519,98577,46655,42595,4397,4724
Washington,0,OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,2015,16729,5899,3530,7300,18673,6687,11763,0,156
Washington,911,CLEELUM ROSLYN SCHOOL DISTRICT 404,2015,11390,652,6217,4521,11391,5258,3298,1299,1536
Washington,40,DAMMAN SCHOOL DISTRICT 7,2015,587,2,352,233,456,252,93,0,7
Washington,111,EASTON SCHOOL DISTRICT 28,2015,2666,88,1691,887,10698,1120,950,8451,147
Washington,3155,ELLENSBURG SCHOOL DISTRICT 401,2015,34769,2384,21454,10931,32349,16370,11394,1642,2061
Washington,673,KITTITAS SCHOOL DISTRICT 403,2015,7951,471,5166,2314,8137,4007,2623,1230,151
Washington,95,THORP SCHOOL DISTRICT 400,2015,2499,113,1645,741,2876,1373,1105,368,13
Washington,89,BICKLETON SCHOOL DISTRICT 203,2015,3407,61,1743,1603,9760,1139,684,6788,4
Washington,81,CENTERVILLE SCHOOL DISTRICT 215,2015,1211,62,699,450,4623,552,393,3623,0
Washington,68,GLENWOOD CONSOLIDATED SCHOOL DISTRICT 401,2015,2017,66,1649,302,2322,934,736,533,51
Washington,927,GOLDENDALE SCHOOL DISTRICT 404,2015,11581,951,6915,3715,11403,5682,4120,464,207
Washington,80,KLICKITAT SCHOOL DISTRICT 402,2015,3086,679,2245,162,3210,1068,905,120,982
Washington,243,LYLE SCHOOL DISTRICT 406,2015,4350,516,2621,1213,3838,1623,1642,200,16
Washington,27,ROOSEVELT SCHOOL DISTRICT 403,2015,548,20,465,63,515,254,199,1,11
Washington,220,TROUT LAKE SCHOOL DISTRICT 400,2015,3005,100,2283,622,2938,1522,1059,131,33
Washington,1306,WHITE SALMON SCHOOL DISTRICT 405-17,2015,14736,957,10005,3774,14315,7351,4286,895,81
Washington,86,WISHRAM SCHOOL DISTRICT 94,2015,1898,123,1701,74,2117,980,579,446,4
Washington,612,ADNA SCHOOL DISTRICT 226,2015,6316,506,4670,1140,6378,3681,1971,325,392
Washington,89,BOISTFORT SCHOOL DISTRICT 234,2015,1317,135,907,275,1448,729,452,78,85
Washington,3697,CENTRALIA SCHOOL DISTRICT 401,2015,39625,3980,28855,6790,37483,21730,12104,1921,179
Washington,3005,CHEHALIS SCHOOL DISTRICT 302,2015,33044,2484,23074,7486,33081,17645,13078,1433,915
Washington,36,EVALINE SCHOOL DISTRICT 36,2015,803,56,324,423,1525,242,194,985,18
Washington,307,MORTON SCHOOL DISTRICT 214,2015,4898,509,3120,1269,4404,1937,1903,253,270
Washington,533,MOSSYROCK SCHOOL DISTRICT 206,2015,7066,606,4670,1790,7012,3474,2092,1103,159
Washington,792,NAPAVINE SCHOOL DISTRICT 14,2015,8052,590,5850,1612,8040,4432,2551,942,13
Washington,753,ONALASKA SCHOOL DISTRICT 300,2015,8519,908,6091,1520,7890,4314,2872,387,196
Washington,259,PE ELL SCHOOL DISTRICT 301,2015,4173,356,3032,785,4089,2325,1273,285,20
Washington,735,TOLEDO SCHOOL DISTRICT 237,2015,7878,661,5917,1300,7907,4210,3033,486,114
Washington,425,WHITE PASS SCHOOL DISTRICT 303,2015,7167,553,3776,2838,6767,2939,2166,338,160
Washington,657,WINLOCK SCHOOL DISTRICT 232,2015,8093,866,5712,1515,7544,4413,2429,480,31
Washington,115,ALMIRA SCHOOL DISTRICT 17,2015,2296,99,1931,266,2259,1056,847,101,169
Washington,102,CRESTON CONSOLIDATED SCHOOL DISTRICT 73,2015,2483,90,1788,605,2481,1391,793,114,183
Washington,590,DAVENPORT SCHOOL DISTRICT 207,2015,7780,445,5309,2026,7107,3732,2551,386,240
Washington,91,HARRINGTON SCHOOL DISTRICT 204,2015,2485,103,1803,579,2449,1276,1012,146,15
Washington,223,ODESSA SCHOOL DISTRICT 105-157-166J,2015,3799,258,2546,995,3821,2000,1369,233,211
Washington,596,REARDAN-EDWALL SCHOOL DISTRICT 9,2015,6955,455,4982,1518,7004,3574,2846,381,195
Washington,69,SPRAGUE CONSOLIDATED SCHOOL DISTRICT 8,2015,1920,93,1469,358,2506,873,717,96,773
Washington,284,WILBUR CONSOLIDATED SCHOOL DISTRICT 200,2015,4250,250,2923,1077,4331,2137,1541,293,360
Washington,2158,NORTH MASON SCHOOL DISTRICT 403,2015,25988,1755,16153,8080,58157,12337,8607,1209,33631
Washington,225,GRAPEVIEW SCHOOL DISTRICT 54,2015,3482,121,1356,2005,9427,1158,718,86,6810
Washington,313,HOOD CANAL CONSOLIDATED SCHOOL DISTRICT 404,2015,6271,918,2983,2370,4865,2222,1940,223,9
Washington,176,MARY M KNIGHT SCHOOL DISTRICT 311,2015,3246,275,2235,736,3026,1644,1193,166,11
Washington,687,PIONEER SCHOOL DISTRICT 402,2015,9161,906,5177,3078,9108,4120,3323,340,633
Washington,4241,SHELTON SCHOOL DISTRICT 309,2015,51449,4067,34342,13040,47535,26162,18427,1872,193
Washington,192,SOUTHSIDE SCHOOL DISTRICT 42,2015,2520,196,1334,990,2057,868,642,58,0
Washington,1002,BREWSTER SCHOOL DISTRICT 111,2015,11581,2280,7945,1356,11455,6298,4142,576,292
Washington,118,NESPELEM SCHOOL DISTRICT 14,2015,3406,1903,1443,60,3222,1142,1136,167,33
Washington,1093,OKANOGAN SCHOOL DISTRICT 105,2015,12532,1289,9160,2083,11940,6952,3732,616,490
Washington,5152,OMAK SCHOOL DISTRICT 19,2015,44368,3010,38108,3250,42252,30683,9206,797,1378
Washington,571,OROVILLE SCHOOL DISTRICT 410,2015,7517,881,4562,2074,6794,3879,2492,352,56
Washington,295,PATEROS SCHOOL DISTRICT 122,2015,6284,476,4072,1736,6122,2362,2745,393,571
Washington,1098,TONASKET SCHOOL DISTRICT 404,2015,12408,1371,8996,2041,12104,6728,4509,616,251
Washington,635,METHOW VALLEY SCHOOL DISTRICT 350,2015,7969,422,4816,2731,7454,3753,2521,380,179
Washington,1007,OCEAN BEACH SCHOOL DISTRICT 101,2015,15007,994,7882,6131,15244,5590,4567,603,2171
Washington,421,NASELLE GRAYS RIVER VALLEY SCHOOL DISTRICT 155,2015,5824,619,4327,878,5359,2921,1580,235,186
Washington,52,NORTH RIVER SCHOOL DISTRICT 200,2015,1694,51,1554,89,1652,831,616,82,123
